adp_rank,player_name,position,team,sleeper_id,age,years_exp,source,scoring_format,adp,stdev,times_drafted,fetched_at,name_key
65,TreVeyon Henderson,RB,NE,,,,ffc,half_ppr,63.3,6.2,159.0,2026-08-30T00:01:21.009649+00:00,treveyon henderson
66,Dak Prescott,QB,DAL,,,,ffc,half_ppr,64.2,7.8,111.0,2026-08-30T00:01:21.009649+00:00,dak prescott
67,DK Metcalf,WR,PIT,,,,ffc,half_ppr,64.5,6.8,256.0,2026-08-30T00:01:21.009649+00:00,dk metcalf
68,Parker Washington,WR,JAX,,,,ffc,half_ppr,64.9,7.2,703.0,2026-08-30T00:01:21.009649+00:00,parker washington
69,Marvin Harrison Jr.,WR,ARI,,,,ffc,half_ppr,67.2,7.9,336.0,2026-08-30T00:01:21.009649+00:00,marvin harrison
70,Tony Pollard,RB,TEN,,,,ffc,half_ppr,67.3,5.9,86.0,2026-08-30T00:01:21.009649+00:00,anthony pollard
71,Brian Thomas Jr.,WR,JAX,,,,ffc,half_ppr,70.2,7.6,259.0,2026-08-30T00:01:21.009649+00:00,brian thomas
72,Tyler Warren,TE,IND,,,,ffc,half_ppr,72.1,9.4,283.0,2026-08-30T00:01:21.009649+00:00,tyler warren
73,Jadarian Price,RB,SEA,,,,ffc,half_ppr,72.8,9.5,901.0,2026-08-30T00:01:21.009649+00:00,jadarian price
74,Jayden Daniels,QB,WAS,,,,ffc,half_ppr,73.0,12.1,148.0,2026-08-30T00:01:21.009649+00:00,jayden daniels
75,Matthew Stafford,QB,LAR,,,,ffc,half_ppr,74.9,13.1,115.0,2026-08-30T00:01:21.009649+00:00,matthew stafford
76,Rico Dowdle,RB,PIT,,,,ffc,half_ppr,75.1,6.9,110.0,2026-08-30T00:01:21.009649+00:00,rico dowdle
77,Michael Wilson,WR,ARI,,,,ffc,half_ppr,75.2,7.4,253.0,2026-08-30T00:01:21.009649+00:00,michael wilson
78,Carnell Tate,WR,TEN,,,,ffc,half_ppr,76.0,7.3,357.0,2026-08-30T00:01:21.009649+00:00,carnell tate
79,Chris Godwin Jr.,WR,TB,,,,ffc,half_ppr,76.8,8.2,460.0,2026-08-30T00:01:21.009649+00:00,christopher godwin
80,J.K. Dobbins,RB,DEN,,,,ffc,half_ppr,78.0,8.5,160.0,2026-08-30T00:01:21.009649+00:00,jk dobbins
81,Seattle Defense,DST,SEA,,,,ffc,half_ppr,81.0,7.6,89.0,2026-08-30T00:01:21.009649+00:00,seattle defense
82,Michael Pittman Jr.,WR,PIT,,,,ffc,half_ppr,81.2,7.7,328.0,2026-08-30T00:01:21.009649+00:00,michael pittman
83,Jalen Hurts,QB,PHI,,,,ffc,half_ppr,81.5,12.6,243.0,2026-08-30T00:01:21.009649+00:00,jalen hurts
84,Harold Fannin Jr.,TE,CLE,,,,ffc,half_ppr,81.7,11.2,34.0,2026-08-30T00:01:21.009649+00:00,harold fannin
85,Kyle Pitts Sr.,TE,ATL,,,,ffc,half_ppr,85.0,12.8,78.0,2026-08-30T00:01:21.009649+00:00,kyle pitts
86,Jordan Addison,WR,MIN,,,,ffc,half_ppr,86.2,9.4,170.0,2026-08-30T00:01:21.009649+00:00,jordan addison
87,Chuba Hubbard,RB,CAR,,,,ffc,half_ppr,86.3,9.3,86.0,2026-08-30T00:01:21.009649+00:00,chuba hubbard
